Year,Region,Economic Category,National Inventory Category,National Inventory Sub-category,National Inventory Sub-sub-category,CO2eq,Unit
2000,Alberta,Upgrading,Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,Upgrading,Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,Upgrading,Agriculture,Total,,0,Mt
2000,Alberta,Upgrading,Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,Upgrading,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,Upgrading,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,Upgrading,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,Upgrading,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,Upgrading,Waste,Total,,0,Mt
2000,Alberta,Upgrading,CO2 Captured,Total,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Total,,,4.911781912,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Stationary Combustion,Stationary,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Transport,,2.708030472,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Fugitive (Unintentional),,2.090847965,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Flaring,,0.01174406,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Venting,,0.101159414,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Energy,Total,,4.911781912,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Industrial Processes and Product Use,Total,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Agriculture,Manure Management,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Agriculture,Total,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",Waste,Total,,0,Mt
2000,Alberta,"Oil, Natural Gas and CO2 Transmission",CO2 Captured,Total,,0,Mt
2000,Alberta,Downstream Oil and Gas,Total,,,3.577681832,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Stationary Combustion,Stationary,2.918073323,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Transport,,0.017207837,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Fugitive (Unintentional),,0.344237826,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Flaring,,0.048957794,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Venting,,0.248975301,Mt
2000,Alberta,Downstream Oil and Gas,Energy,Total,,3.577452082,Mt
2000,Alberta,Downstream Oil and Gas,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,Downstream Oil and Gas,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,Downstream Oil and Gas,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,Downstream Oil and Gas,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Alberta,Downstream Oil and Gas,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.00022975,Mt
2000,Alberta,Downstream Oil and Gas,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Alberta,Downstream Oil and Gas,Industrial Processes and Product Use,Total,,0.00022975,Mt
2000,Alberta,Downstream Oil and Gas,Agriculture,Manure Management,,0,Mt
2000,Alberta,Downstream Oil and Gas,Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,Downstream Oil and Gas,Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,Downstream Oil and Gas,Agriculture,Total,,0,Mt
2000,Alberta,Downstream Oil and Gas,Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,Downstream Oil and Gas,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,Downstream Oil and Gas,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,Downstream Oil and Gas,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,Downstream Oil and Gas,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,Downstream Oil and Gas,Waste,Total,,0,Mt
2000,Alberta,Downstream Oil and Gas,CO2 Captured,Total,,0,Mt
2000,Alberta,Petroleum Refining,Total,,,3.232640751,Mt
2000,Alberta,Petroleum Refining,Energy,Stationary Combustion,Stationary,2.918073323,Mt
2000,Alberta,Petroleum Refining,Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,Petroleum Refining,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,Petroleum Refining,Energy,Transport,,0,Mt
2000,Alberta,Petroleum Refining,Energy,Fugitive (Unintentional),,0.0343496,Mt
2000,Alberta,Petroleum Refining,Energy,Flaring,,0.048957794,Mt
2000,Alberta,Petroleum Refining,Energy,Venting,,0.231030284,Mt
2000,Alberta,Petroleum Refining,Energy,Total,,3.232411001,Mt
2000,Alberta,Petroleum Refining,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,Petroleum Refining,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,Petroleum Refining,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,Petroleum Refining,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Alberta,Petroleum Refining,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.00022975,Mt
2000,Alberta,Petroleum Refining,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Alberta,Petroleum Refining,Industrial Processes and Product Use,Total,,0.00022975,Mt
2000,Alberta,Petroleum Refining,Agriculture,Manure Management,,0,Mt
2000,Alberta,Petroleum Refining,Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,Petroleum Refining,Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,Petroleum Refining,Agriculture,Total,,0,Mt
2000,Alberta,Petroleum Refining,Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,Petroleum Refining,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,Petroleum Refining,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,Petroleum Refining,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,Petroleum Refining,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,Petroleum Refining,Waste,Total,,0,Mt
2000,Alberta,Petroleum Refining,CO2 Captured,Total,,0,Mt
2000,Alberta,Natural Gas Distribution,Total,,,0.345041081,Mt
2000,Alberta,Natural Gas Distribution,Energy,Stationary Combustion,Stationary,0,Mt
2000,Alberta,Natural Gas Distribution,Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,Natural Gas Distribution,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,Natural Gas Distribution,Energy,Transport,,0.017207837,Mt
2000,Alberta,Natural Gas Distribution,Energy,Fugitive (Unintentional),,0.309888227,Mt
2000,Alberta,Natural Gas Distribution,Energy,Flaring,,0,Mt
2000,Alberta,Natural Gas Distribution,Energy,Venting,,0.017945017,Mt
2000,Alberta,Natural Gas Distribution,Energy,Total,,0.345041081,Mt
2000,Alberta,Natural Gas Distribution,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,Natural Gas Distribution,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,Natural Gas Distribution,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,Natural Gas Distribution,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Alberta,Natural Gas Distribution,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Alberta,Natural Gas Distribution,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Alberta,Natural Gas Distribution,Industrial Processes and Product Use,Total,,0,Mt
2000,Alberta,Natural Gas Distribution,Agriculture,Manure Management,,0,Mt
2000,Alberta,Natural Gas Distribution,Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,Natural Gas Distribution,Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,Natural Gas Distribution,Agriculture,Total,,0,Mt
2000,Alberta,Natural Gas Distribution,Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,Natural Gas Distribution,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,Natural Gas Distribution,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,Natural Gas Distribution,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,Natural Gas Distribution,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,Natural Gas Distribution,Waste,Total,,0,Mt
2000,Alberta,Natural Gas Distribution,CO2 Captured,Total,,0,Mt
2000,Alberta,Electricity,Total,,,48.82750474,Mt
2000,Alberta,Electricity,Energy,Stationary Combustion,Stationary,48.77387784,Mt
2000,Alberta,Electricity,Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,Electricity,Energy,Stationary Combustion,Steam for Sale,0.027855139,Mt
2000,Alberta,Electricity,Energy,Transport,,0,Mt
2000,Alberta,Electricity,Energy,Fugitive (Unintentional),,0.024127069,Mt
2000,Alberta,Electricity,Energy,Flaring,,0,Mt
2000,Alberta,Electricity,Energy,Venting,,0,Mt
2000,Alberta,Electricity,Energy,Total,,48.82586005,Mt
2000,Alberta,Electricity,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,Electricity,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,Electricity,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,Electricity,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0,Mt
2000,Alberta,Electricity,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0,Mt
2000,Alberta,Electricity,Industrial Processes and Product Use,Other Product Manufacture and Use,,0.001644695,Mt
2000,Alberta,Electricity,Industrial Processes and Product Use,Total,,0.001644695,Mt
2000,Alberta,Electricity,Agriculture,Manure Management,,0,Mt
2000,Alberta,Electricity,Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,Electricity,Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,Electricity,Agriculture,Total,,0,Mt
2000,Alberta,Electricity,Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,Electricity,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,Electricity,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,Electricity,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,Electricity,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,Electricity,Waste,Total,,0,Mt
2000,Alberta,Electricity,CO2 Captured,Total,,0,Mt
2000,Alberta,Transport,Total,,,19.26989273,Mt
2000,Alberta,Transport,Energy,Stationary Combustion,Stationary,0,Mt
2000,Alberta,Transport,Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,Transport,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,Transport,Energy,Transport,,19.07962624,Mt
2000,Alberta,Transport,Energy,Fugitive (Unintentional),,0,Mt
2000,Alberta,Transport,Energy,Flaring,,0,Mt
2000,Alberta,Transport,Energy,Venting,,0,Mt
2000,Alberta,Transport,Energy,Total,,19.07962624,Mt
2000,Alberta,Transport,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,Transport,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,Transport,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,Transport,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.138738496,Mt
2000,Alberta,Transport,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.051528,Mt
2000,Alberta,Transport,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Alberta,Transport,Industrial Processes and Product Use,Total,,0.190266496,Mt
2000,Alberta,Transport,Agriculture,Manure Management,,0,Mt
2000,Alberta,Transport,Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,Transport,Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,Transport,Agriculture,Total,,0,Mt
2000,Alberta,Transport,Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,Transport,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,Transport,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,Transport,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,Transport,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,Transport,Waste,Total,,0,Mt
2000,Alberta,Transport,CO2 Captured,Total,,0,Mt
2000,Alberta,Passenger Transport,Total,,,10.61936198,Mt
2000,Alberta,Passenger Transport,Energy,Stationary Combustion,Stationary,0,Mt
2000,Alberta,Passenger Transport,Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,Passenger Transport,Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,Passenger Transport,Energy,Transport,,10.50631663,Mt
2000,Alberta,Passenger Transport,Energy,Fugitive (Unintentional),,0,Mt
2000,Alberta,Passenger Transport,Energy,Flaring,,0,Mt
2000,Alberta,Passenger Transport,Energy,Venting,,0,Mt
2000,Alberta,Passenger Transport,Energy,Total,,10.50631663,Mt
2000,Alberta,Passenger Transport,Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,Passenger Transport,Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,Passenger Transport,Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,Passenger Transport,Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.082246369,Mt
2000,Alberta,Passenger Transport,Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.030798981,Mt
2000,Alberta,Passenger Transport,Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Alberta,Passenger Transport,Industrial Processes and Product Use,Total,,0.11304535,Mt
2000,Alberta,Passenger Transport,Agriculture,Manure Management,,0,Mt
2000,Alberta,Passenger Transport,Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,Passenger Transport,Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,Passenger Transport,Agriculture,Total,,0,Mt
2000,Alberta,Passenger Transport,Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,Passenger Transport,Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,Passenger Transport,Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,Passenger Transport,Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,Passenger Transport,Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,Passenger Transport,Waste,Total,,0,Mt
2000,Alberta,Passenger Transport,CO2 Captured,Total,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Total,,,9.128040026,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Stationary Combustion,Stationary,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Transport,,9.02848796,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Fugitive (Unintentional),,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Flaring,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Venting,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Energy,Total,,9.02848796,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Industrial Processes and Product Use,Mineral Products,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Industrial Processes and Product Use,Chemical Industry,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Industrial Processes and Product Use,Metal Production,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Industrial Processes and Product Use,"Consumption of Halocarbons, SF6 and NF3",,0.070117757,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Industrial Processes and Product Use,Non-Energy Products from Fuels and Solvent Use,,0.029434309,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Industrial Processes and Product Use,Other Product Manufacture and Use,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Industrial Processes and Product Use,Total,,0.099552066,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Agriculture,Manure Management,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Agriculture,Enteric Fermentation,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Agriculture,Agriculture Soils,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Agriculture,Total,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Waste,Solid Waste Disposal,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Waste,Biological Treatment of Solid Waste,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Waste,Wastewater Treatment and Discharge,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Waste,Incineration and Open Burning of Waste,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Waste,Industrial Wood Waste Landfills,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",Waste,Total,,0,Mt
2000,Alberta,"Cars, Light Trucks and Motorcycles",CO2 Captured,Total,,0,Mt
2000,Alberta,"Bus, Rail and Aviation",Total,,,1.491321959,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Stationary Combustion,Stationary,0,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Stationary Combustion,Electricity,0,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Stationary Combustion,Steam for Sale,0,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Transport,,1.477828675,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Fugitive (Unintentional),,0,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Flaring,,0,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Venting,,0,Mt
2000,Alberta,"Bus, Rail and Aviation",Energy,Total,,1.477828675,Mt
2000,Alberta,"Bus, Rail and Aviation",Industrial Processes and Product Use,Mineral Products,,0,Mt
